,#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
3285,"


0711",Gourgeist Super Size,Ghost Grass,494,85,100,122,58,75,54
3286,"


0712",Bergmite,Ice ,304,55,69,85,32,35,28
3287,"


0713",Avalugg,Ice ,514,95,117,184,44,46,28
3288,"


0713",Avalugg Hisuian Avalugg,Ice Rock,514,95,127,184,34,36,38
3289,"


0714",Noibat,Flying Dragon,245,40,30,35,45,40,55
3290,"


0715",Noivern,Flying Dragon,535,85,70,80,97,80,123
3291,"


0716",Xerneas,Fairy ,680,126,131,95,131,98,99
3292,"


0717",Yveltal,Dark Flying,680,126,131,95,131,98,99
3293,"


0718",Zygarde 50% Forme,Dragon Ground,600,108,100,121,81,95,95
3294,"


0718",Zygarde 10% Forme,Dragon Ground,486,54,100,71,61,85,115
3295,"


0718",Zygarde Complete Forme,Dragon Ground,708,216,100,121,91,95,85
3296,"


0719",Diancie,Rock Fairy,600,50,100,150,100,150,50
3297,"


0719",Diancie Mega Diancie,Rock Fairy,700,50,160,110,160,110,110
3298,"


0720",Hoopa Hoopa Confined,Psychic Ghost,600,80,110,60,150,130,70
3299,"


0720",Hoopa Hoopa Unbound,Psychic Dark,680,80,160,60,170,130,80
3300,"


0721",Volcanion,Fire Water,600,80,110,120,130,90,70
3301,"


0722",Rowlet,Grass Flying,320,68,55,55,50,50,42
3302,"


0723",Dartrix,Grass Flying,420,78,75,75,70,70,52
3303,"


0724",Decidueye,Grass Ghost,530,78,107,75,100,100,70
3304,"


0724",Decidueye Hisuian Decidueye,Grass Fighting,530,88,112,80,95,95,60
3305,"


0725",Litten,Fire ,320,45,65,40,60,40,70
3306,"


0726",Torracat,Fire ,420,65,85,50,80,50,90
3307,"


0727",Incineroar,Fire Dark,530,95,115,90,80,90,60
3308,"


0728",Popplio,Water ,320,50,54,54,66,56,40
3309,"


0729",Brionne,Water ,420,60,69,69,91,81,50
3310,"


0730",Primarina,Water Fairy,530,80,74,74,126,116,60
3311,"


0731",Pikipek,Normal Flying,265,35,75,30,30,30,65
3312,"


0732",Trumbeak,Normal Flying,355,55,85,50,40,50,75
3313,"


0733",Toucannon,Normal Flying,485,80,120,75,75,75,60
3314,"


0734",Yungoos,Normal ,253,48,70,30,30,30,45
3315,"


0735",Gumshoos,Normal ,418,88,110,60,55,60,45
3316,"


0736",Grubbin,Bug ,300,47,62,45,55,45,46
3317,"


0737",Charjabug,Bug Electric,400,57,82,95,55,75,36
3318,"


0738",Vikavolt,Bug Electric,500,77,70,90,145,75,43
3319,"


0739",Crabrawler,Fighting ,338,47,82,57,42,47,63
3320,"


0740",Crabominable,Fighting Ice,478,97,132,77,62,67,43
3321,"


0741",Oricorio Baile Style,Fire Flying,476,75,70,70,98,70,93
3322,"


0741",Oricorio Pom-Pom Style,Electric Flying,476,75,70,70,98,70,93
3323,"


0741",Oricorio Pa'u Style,Psychic Flying,476,75,70,70,98,70,93
3324,"


0741",Oricorio Sensu Style,Ghost Flying,476,75,70,70,98,70,93
3325,"


0742",Cutiefly,Bug Fairy,304,40,45,40,55,40,84
3326,"


0743",Ribombee,Bug Fairy,464,60,55,60,95,70,124
3327,"


0744",Rockruff,Rock ,280,45,65,40,30,40,60
3328,"


0744",Rockruff Own Tempo Rockruff,Rock ,280,45,65,40,30,40,60
3329,"


0745",Lycanroc Midday Form,Rock ,487,75,115,65,55,65,112
3330,"


0745",Lycanroc Midnight Form,Rock ,487,85,115,75,55,75,82
3331,"


0745",Lycanroc Dusk Form,Rock ,487,75,117,65,55,65,110
3332,"


0746",Wishiwashi Solo Form,Water ,175,45,20,20,25,25,40
3333,"


0746",Wishiwashi School Form,Water ,620,45,140,130,140,135,30
3334,"


0747",Mareanie,Poison Water,305,50,53,62,43,52,45
3335,"


0748",Toxapex,Poison Water,495,50,63,152,53,142,35
3336,"


0749",Mudbray,Ground ,385,70,100,70,45,55,45
3337,"


0750",Mudsdale,Ground ,500,100,125,100,55,85,35
3338,"


0751",Dewpider,Water Bug,269,38,40,52,40,72,27
3339,"


0752",Araquanid,Water Bug,454,68,70,92,50,132,42
3340,"


0753",Fomantis,Grass ,250,40,55,35,50,35,35
3341,"


0754",Lurantis,Grass ,480,70,105,90,80,90,45
3342,"


0755",Morelull,Grass Fairy,285,40,35,55,65,75,15
3343,"


0756",Shiinotic,Grass Fairy,405,60,45,80,90,100,30
3344,"


0757",Salandit,Poison Fire,320,48,44,40,71,40,77
3345,"


0758",Salazzle,Poison Fire,480,68,64,60,111,60,117
3346,"


0759",Stufful,Normal Fighting,340,70,75,50,45,50,50
3347,"


0760",Bewear,Normal Fighting,500,120,125,80,55,60,60
3348,"


0761",Bounsweet,Grass ,210,42,30,38,30,38,32
3349,"


0762",Steenee,Grass ,290,52,40,48,40,48,62
3350,"


0763",Tsareena,Grass ,510,72,120,98,50,98,72
3351,"


0764",Comfey,Fairy ,485,51,52,90,82,110,100
3352,"


0765",Oranguru,Normal Psychic,490,90,60,80,90,110,60
3353,"


0766",Passimian,Fighting ,490,100,120,90,40,60,80
3354,"


0767",Wimpod,Bug Water,230,25,35,40,20,30,80
3355,"


0768",Golisopod,Bug Water,530,75,125,140,60,90,40
3356,"


0769",Sandygast,Ghost Ground,320,55,55,80,70,45,15
3357,"


0770",Palossand,Ghost Ground,480,85,75,110,100,75,35
3358,"


0771",Pyukumuku,Water ,410,55,60,130,30,130,5
3359,"


0772",Type: Null,Normal ,534,95,95,95,95,95,59
3360,"


0773",Silvally,Normal ,570,95,95,95,95,95,95
3361,"


0774",Minior Meteor Form,Rock Flying,440,60,60,100,60,100,60
3362,"


0774",Minior Core Form,Rock Flying,500,60,100,60,100,60,120
3363,"


0775",Komala,Normal ,480,65,115,65,75,95,65
3364,"


0776",Turtonator,Fire Dragon,485,60,78,135,91,85,36
3365,"


0777",Togedemaru,Electric Steel,435,65,98,63,40,73,96
3366,"


0778",Mimikyu,Ghost Fairy,476,55,90,80,50,105,96
3367,"


0779",Bruxish,Water Psychic,475,68,105,70,70,70,92
3368,"


0780",Drampa,Normal Dragon,485,78,60,85,135,91,36
3369,"


0781",Dhelmise,Ghost Grass,517,70,131,100,86,90,40
3370,"


0782",Jangmo-o,Dragon ,300,45,55,65,45,45,45
3371,"


0783",Hakamo-o,Dragon Fighting,420,55,75,90,65,70,65
3372,"


0784",Kommo-o,Dragon Fighting,600,75,110,125,100,105,85
3373,"


0785",Tapu Koko,Electric Fairy,570,70,115,85,95,75,130
3374,"


0786",Tapu Lele,Psychic Fairy,570,70,85,75,130,115,95
3375,"


0787",Tapu Bulu,Grass Fairy,570,70,130,115,85,95,75
3376,"


0788",Tapu Fini,Water Fairy,570,70,75,115,95,130,85
3377,"


0789",Cosmog,Psychic ,200,43,29,31,29,31,37
3378,"


0790",Cosmoem,Psychic ,400,43,29,131,29,131,37
3379,"


0791",Solgaleo,Psychic Steel,680,137,137,107,113,89,97
3380,"


0792",Lunala,Psychic Ghost,680,137,113,89,137,107,97
3381,"


0793",Nihilego,Rock Poison,570,109,53,47,127,131,103
3382,"


0794",Buzzwole,Bug Fighting,570,107,139,139,53,53,79
3383,"


0795",Pheromosa,Bug Fighting,570,71,137,37,137,37,151
3384,"


0796",Xurkitree,Electric ,570,83,89,71,173,71,83
3385,"


0797",Celesteela,Steel Flying,570,97,101,103,107,101,61
3386,"


0798",Kartana,Grass Steel,570,59,181,131,59,31,109
3387,"


0799",Guzzlord,Dark Dragon,570,223,101,53,97,53,43
3388,"


0800",Necrozma,Psychic ,600,97,107,101,127,89,79
3389,"


0800",Necrozma Dusk Mane Necrozma,Psychic Steel,680,97,157,127,113,109,77
3390,"


0800",Necrozma Dawn Wings Necrozma,Psychic Ghost,680,97,113,109,157,127,77
3391,"


0800",Necrozma Ultra Necrozma,Psychic Dragon,754,97,167,97,167,97,129
3392,"


0801",Magearna,Steel Fairy,600,80,95,115,130,115,65
3393,"


0802",Marshadow,Fighting Ghost,600,90,125,80,90,90,125
3394,"


0803",Poipole,Poison ,420,67,73,67,73,67,73
3395,"


0804",Naganadel,Poison Dragon,540,73,73,73,127,73,121
3396,"


0805",Stakataka,Rock Steel,570,61,131,211,53,101,13
3397,"


0806",Blacephalon,Fire Ghost,570,53,127,53,151,79,107
3398,"


0807",Zeraora,Electric ,600,88,112,75,102,80,143
3399,"


0808",Meltan,Steel ,300,46,65,65,55,35,34
3400,"


0809",Melmetal,Steel ,600,135,143,143,80,65,34
3401,"


0810",Grookey,Grass ,310,50,65,50,40,40,65
3402,"


0811",Thwackey,Grass ,420,70,85,70,55,60,80
3403,"


0812",Rillaboom,Grass ,530,100,125,90,60,70,85
3404,"


0813",Scorbunny,Fire ,310,50,71,40,40,40,69
3405,"


0814",Raboot,Fire ,420,65,86,60,55,60,94
3406,"


0815",Cinderace,Fire ,530,80,116,75,65,75,119
3407,"


0816",Sobble,Water ,310,50,40,40,70,40,70
3408,"


0817",Drizzile,Water ,420,65,60,55,95,55,90
3409,"


0818",Inteleon,Water ,530,70,85,65,125,65,120
3410,"


0819",Skwovet,Normal ,275,70,55,55,35,35,25
3411,"


0820",Greedent,Normal ,460,120,95,95,55,75,20
3412,"


0821",Rookidee,Flying ,245,38,47,35,33,35,57
3413,"


0822",Corvisquire,Flying ,365,68,67,55,43,55,77
3414,"


0823",Corviknight,Flying Steel,495,98,87,105,53,85,67
3415,"


0824",Blipbug,Bug ,180,25,20,20,25,45,45
3416,"


0825",Dottler,Bug Psychic,335,50,35,80,50,90,30
3417,"


0826",Orbeetle,Bug Psychic,505,60,45,110,80,120,90
3418,"


0827",Nickit,Dark ,245,40,28,28,47,52,50
3419,"


0828",Thievul,Dark ,455,70,58,58,87,92,90
3420,"


0829",Gossifleur,Grass ,250,40,40,60,40,60,10
3421,"


0830",Eldegoss,Grass ,460,60,50,90,80,120,60
3422,"


0831",Wooloo,Normal ,270,42,40,55,40,45,48
3423,"


0832",Dubwool,Normal ,490,72,80,100,60,90,88
3424,"


0833",Chewtle,Water ,284,50,64,50,38,38,44
3425,"


0834",Drednaw,Water Rock,485,90,115,90,48,68,74
3426,"


0835",Yamper,Electric ,270,59,45,50,40,50,26
3427,"


0836",Boltund,Electric ,490,69,90,60,90,60,121
3428,"


0837",Rolycoly,Rock ,240,30,40,50,40,50,30
3429,"


0838",Carkol,Rock Fire,410,80,60,90,60,70,50
3430,"


0839",Coalossal,Rock Fire,510,110,80,120,80,90,30
3431,"


0840",Applin,Grass Dragon,260,40,40,80,40,40,20
3432,"


0841",Flapple,Grass Dragon,485,70,110,80,95,60,70
3433,"


0842",Appletun,Grass Dragon,485,110,85,80,100,80,30
3434,"


0843",Silicobra,Ground ,315,52,57,75,35,50,46
3435,"


0844",Sandaconda,Ground ,510,72,107,125,65,70,71
3436,"


0845",Cramorant,Flying Water,475,70,85,55,85,95,85
3437,"


0846",Arrokuda,Water ,280,41,63,40,40,30,66
3438,"


0847",Barraskewda,Water ,490,61,123,60,60,50,136
3439,"


0848",Toxel,Electric Poison,242,40,38,35,54,35,40
3440,"


0849",Toxtricity Amped Form,Electric Poison,502,75,98,70,114,70,75
3441,"


0849",Toxtricity Low Key Form,Electric Poison,502,75,98,70,114,70,75
3442,"


0850",Sizzlipede,Fire Bug,305,50,65,45,50,50,45
3443,"


0851",Centiskorch,Fire Bug,525,100,115,65,90,90,65
3444,"


0852",Clobbopus,Fighting ,310,50,68,60,50,50,32
3445,"


0853",Grapploct,Fighting ,480,80,118,90,70,80,42
3446,"


0854",Sinistea,Ghost ,308,40,45,45,74,54,50
3447,"


0855",Polteageist,Ghost ,508,60,65,65,134,114,70
3448,"


0856",Hatenna,Psychic ,265,42,30,45,56,53,39
3449,"


0857",Hattrem,Psychic ,370,57,40,65,86,73,49
3450,"


0858",Hatterene,Psychic Fairy,510,57,90,95,136,103,29
3451,"


0859",Impidimp,Dark Fairy,265,45,45,30,55,40,50
3452,"


0860",Morgrem,Dark Fairy,370,65,60,45,75,55,70
3453,"


0861",Grimmsnarl,Dark Fairy,510,95,120,65,95,75,60
3454,"


0862",Obstagoon,Dark Normal,520,93,90,101,60,81,95
3455,"


0863",Perrserker,Steel ,440,70,110,100,50,60,50
3456,"


0864",Cursola,Ghost ,510,60,95,50,145,130,30
3457,"


0865",Sirfetch'd,Fighting ,507,62,135,95,68,82,65
3458,"


0866",Mr. Rime,Ice Psychic,520,80,85,75,110,100,70
3459,"


0867",Runerigus,Ground Ghost,483,58,95,145,50,105,30
3460,"


0868",Milcery,Fairy ,270,45,40,40,50,61,34
3461,"


0869",Alcremie,Fairy ,495,65,60,75,110,121,64
3462,"


0870",Falinks,Fighting ,470,65,100,100,70,60,75
3463,"


0871",Pincurchin,Electric ,435,48,101,95,91,85,15
3464,"


0872",Snom,Ice Bug,185,30,25,35,45,30,20
3465,"


0873",Frosmoth,Ice Bug,475,70,65,60,125,90,65
3466,"


0874",Stonjourner,Rock ,470,100,125,135,20,20,70
3467,"


0875",Eiscue Ice Face,Ice ,470,75,80,110,65,90,50
3468,"


0875",Eiscue Noice Face,Ice ,470,75,80,70,65,50,130
3469,"


0876",Indeedee Male,Psychic Normal,475,60,65,55,105,95,95
3470,"


0876",Indeedee Female,Psychic Normal,475,70,55,65,95,105,85
3471,"


0877",Morpeko Full Belly Mode,Electric Dark,436,58,95,58,70,58,97
3472,"


0877",Morpeko Hangry Mode,Electric Dark,436,58,95,58,70,58,97
3473,"


0878",Cufant,Steel ,330,72,80,49,40,49,40
3474,"


0879",Copperajah,Steel ,500,122,130,69,80,69,30
3475,"


0880",Dracozolt,Electric Dragon,505,90,100,90,80,70,75
3476,"


0881",Arctozolt,Electric Ice,505,90,100,90,90,80,55
3477,"


0882",Dracovish,Water Dragon,505,90,90,100,70,80,75
3478,"


0883",Arctovish,Water Ice,505,90,90,100,80,90,55
3479,"


0884",Duraludon,Steel Dragon,535,70,95,115,120,50,85
3480,"


0885",Dreepy,Dragon Ghost,270,28,60,30,40,30,82
3481,"


0886",Drakloak,Dragon Ghost,410,68,80,50,60,50,102
3482,"


0887",Dragapult,Dragon Ghost,600,88,120,75,100,75,142
3483,"


0888",Zacian Hero of Many Battles,Fairy ,660,92,120,115,80,115,138
3484,"


0888",Zacian Crowned Sword,Fairy Steel,700,92,150,115,80,115,148
3485,"


0889",Zamazenta Hero of Many Battles,Fighting ,660,92,120,115,80,115,138
3486,"


0889",Zamazenta Crowned Shield,Fighting Steel,700,92,120,140,80,140,128
3487,"


0890",Eternatus,Poison Dragon,690,140,85,95,145,95,130
3488,"


0890",Eternatus Eternamax,Poison Dragon,1125,255,115,250,125,250,130
3489,"


0891",Kubfu,Fighting ,385,60,90,60,53,50,72
3490,"


0892",Urshifu Single Strike Style,Fighting Dark,550,100,130,100,63,60,97
3491,"


0892",Urshifu Rapid Strike Style,Fighting Water,550,100,130,100,63,60,97
3492,"


0893",Zarude,Dark Grass,600,105,120,105,70,95,105
3493,"


0894",Regieleki,Electric ,580,80,100,50,100,50,200
3494,"


0895",Regidrago,Dragon ,580,200,100,50,100,50,80
3495,"


0896",Glastrier,Ice ,580,100,145,130,65,110,30
3496,"


0897",Spectrier,Ghost ,580,100,65,60,145,80,130
3497,"


0898",Calyrex,Psychic Grass,500,100,80,80,80,80,80
3498,"


0898",Calyrex Ice Rider,Psychic Ice,680,100,165,150,85,130,50
3499,"


0898",Calyrex Shadow Rider,Psychic Ghost,680,100,85,80,165,100,150
3500,"


0899",Wyrdeer,Normal Psychic,525,103,105,72,105,75,65
3501,"


0900",Kleavor,Bug Rock,500,70,135,95,45,70,85
3502,"


0901",Ursaluna,Ground Normal,550,130,140,105,45,80,50
3503,"


0901",Ursaluna Bloodmoon,Ground Normal,555,113,70,120,135,65,52
3504,"


0902",Basculegion Male,Water Ghost,530,120,112,65,80,75,78
3505,"


0902",Basculegion Female,Water Ghost,530,120,92,65,100,75,78
3506,"


0903",Sneasler,Fighting Poison,510,80,130,60,40,80,120
3507,"


0904",Overqwil,Dark Poison,510,85,115,95,65,65,85
3508,"


0905",Enamorus Incarnate Forme,Fairy Flying,580,74,115,70,135,80,106
3509,"


0905",Enamorus Therian Forme,Fairy Flying,580,74,115,110,135,100,46
3510,"


0906",Sprigatito,Grass ,310,40,61,54,45,45,65
3511,"


0907",Floragato,Grass ,410,61,80,63,60,63,83
3512,"


0908",Meowscarada,Grass Dark,530,76,110,70,81,70,123
3513,"


0909",Fuecoco,Fire ,310,67,45,59,63,40,36
3514,"


0910",Crocalor,Fire ,411,81,55,78,90,58,49
3515,"


0911",Skeledirge,Fire Ghost,530,104,75,100,110,75,66
3516,"


0912",Quaxly,Water ,310,55,65,45,50,45,50
3517,"


0913",Quaxwell,Water ,410,70,85,65,65,60,65
3518,"


0914",Quaquaval,Water Fighting,530,85,120,80,85,75,85
3519,"


0915",Lechonk,Normal ,254,54,45,40,35,45,35
3520,"


0916",Oinkologne Male,Normal ,489,110,100,75,59,80,65
3521,"


0916",Oinkologne Female,Normal ,489,115,90,70,59,90,65
3522,"


0917",Tarountula,Bug ,210,35,41,45,29,40,20
3523,"


0918",Spidops,Bug ,404,60,79,92,52,86,35
3524,"


0919",Nymble,Bug ,210,33,46,40,21,25,45
3525,"


0920",Lokix,Bug Dark,450,71,102,78,52,55,92
3526,"


0921",Pawmi,Electric ,240,45,50,20,40,25,60
3527,"


0922",Pawmo,Electric Fighting,350,60,75,40,50,40,85
3528,"


0923",Pawmot,Electric Fighting,490,70,115,70,70,60,105
3529,"


0924",Tandemaus,Normal ,305,50,50,45,40,45,75
3530,"


0925",Maushold Family of Four,Normal ,470,74,75,70,65,75,111
3531,"


0925",Maushold Family of Three,Normal ,470,74,75,70,65,75,111
3532,"


0926",Fidough,Fairy ,312,37,55,70,30,55,65
3533,"


0927",Dachsbun,Fairy ,477,57,80,115,50,80,95
3534,"


0928",Smoliv,Grass Normal,260,41,35,45,58,51,30
3535,"


0929",Dolliv,Grass Normal,354,52,53,60,78,78,33
3536,"


0930",Arboliva,Grass Normal,510,78,69,90,125,109,39
3537,"


0931",Squawkabilly Green Plumage,Normal Flying,417,82,96,51,45,51,92
3538,"


0931",Squawkabilly Blue Plumage,Normal Flying,417,82,96,51,45,51,92
3539,"


0931",Squawkabilly Yellow Plumage,Normal Flying,417,82,96,51,45,51,92
3540,"


0931",Squawkabilly White Plumage,Normal Flying,417,82,96,51,45,51,92
3541,"


0932",Nacli,Rock ,280,55,55,75,35,35,25
3542,"


0933",Naclstack,Rock ,355,60,60,100,35,65,35
3543,"


0934",Garganacl,Rock ,500,100,100,130,45,90,35
3544,"


0935",Charcadet,Fire ,255,40,50,40,50,40,35
3545,"


0936",Armarouge,Fire Psychic,525,85,60,100,125,80,75
3546,"


0937",Ceruledge,Fire Ghost,525,75,125,80,60,100,85
3547,"


0938",Tadbulb,Electric ,272,61,31,41,59,35,45
3548,"


0939",Bellibolt,Electric ,495,109,64,91,103,83,45
3549,"


0940",Wattrel,Electric Flying,280,40,40,35,55,40,70
3550,"


0941",Kilowattrel,Electric Flying,490,70,70,60,105,60,125
3551,"


0942",Maschiff,Dark ,340,60,78,60,40,51,51
3552,"


0943",Mabosstiff,Dark ,505,80,120,90,60,70,85
3553,"


0944",Shroodle,Poison Normal,290,40,65,35,40,35,75
3554,"


0945",Grafaiai,Poison Normal,485,63,95,65,80,72,110
3555,"


0946",Bramblin,Grass Ghost,275,40,65,30,45,35,60
3556,"


0947",Brambleghast,Grass Ghost,480,55,115,70,80,70,90
3557,"


0948",Toedscool,Ground Grass,335,40,40,35,50,100,70
3558,"


0949",Toedscruel,Ground Grass,515,80,70,65,80,120,100
3559,"


0950",Klawf,Rock ,450,70,100,115,35,55,75
3560,"


0951",Capsakid,Grass ,304,50,62,40,62,40,50
3561,"


0952",Scovillain,Grass Fire,486,65,108,65,108,65,75
3562,"


0953",Rellor,Bug ,270,41,50,60,31,58,30
3563,"


0954",Rabsca,Bug Psychic,470,75,50,85,115,100,45
3564,"


0955",Flittle,Psychic ,255,30,35,30,55,30,75
3565,"


0956",Espathra,Psychic ,481,95,60,60,101,60,105
3566,"


0957",Tinkatink,Fairy Steel,297,50,45,45,35,64,58
3567,"


0958",Tinkatuff,Fairy Steel,380,65,55,55,45,82,78
3568,"


0959",Tinkaton,Fairy Steel,506,85,75,77,70,105,94
3569,"


0960",Wiglett,Water ,245,10,55,25,35,25,95
3570,"


0961",Wugtrio,Water ,425,35,100,50,50,70,120
3571,"


0962",Bombirdier,Flying Dark,485,70,103,85,60,85,82
3572,"


0963",Finizen,Water ,315,70,45,40,45,40,75
3573,"


0964",Palafin Zero Form,Water ,457,100,70,72,53,62,100
3574,"


0964",Palafin Hero Form,Water ,650,100,160,97,106,87,100
3575,"


0965",Varoom,Steel Poison,300,45,70,63,30,45,47
3576,"


0966",Revavroom,Steel Poison,500,80,119,90,54,67,90
3577,"


0967",Cyclizar,Dragon Normal,501,70,95,65,85,65,121
3578,"


0968",Orthworm,Steel ,480,70,85,145,60,55,65
3579,"


0969",Glimmet,Rock Poison,350,48,35,42,105,60,60
3580,"


0970",Glimmora,Rock Poison,525,83,55,90,130,81,86
3581,"


0971",Greavard,Ghost ,290,50,61,60,30,55,34
3582,"


0972",Houndstone,Ghost ,488,72,101,100,50,97,68
3583,"


0973",Flamigo,Flying Fighting,500,82,115,74,75,64,90
3584,"


0974",Cetoddle,Ice ,334,108,68,45,30,40,43
3585,"


0975",Cetitan,Ice ,521,170,113,65,45,55,73
3586,"


0976",Veluza,Water Psychic,478,90,102,73,78,65,70
3587,"


0977",Dondozo,Water ,530,150,100,115,65,65,35
3588,"


0978",Tatsugiri Curly Form,Dragon Water,475,68,50,60,120,95,82
3589,"


0978",Tatsugiri Droopy Form,Dragon Water,475,68,50,60,120,95,82
3590,"


0978",Tatsugiri Stretchy Form,Dragon Water,475,68,50,60,120,95,82
3591,"


0979",Annihilape,Fighting Ghost,535,110,115,80,50,90,90
3592,"


0980",Clodsire,Poison Ground,430,130,75,60,45,100,20
3593,"


0981",Farigiraf,Normal Psychic,520,120,90,70,110,70,60
3594,"


0982",Dudunsparce Two-Segment Form,Normal ,520,125,100,80,85,75,55
3595,"


0982",Dudunsparce Three-Segment Form,Normal ,520,125,100,80,85,75,55
3596,"


0983",Kingambit,Dark Steel,550,100,135,120,60,85,50
3597,"


0984",Great Tusk,Ground Fighting,570,115,131,131,53,53,87
3598,"


0985",Scream Tail,Fairy Psychic,570,115,65,99,65,115,111
3599,"


0986",Brute Bonnet,Grass Dark,570,111,127,99,79,99,55
3600,"


0987",Flutter Mane,Ghost Fairy,570,55,55,55,135,135,135
3601,"


0988",Slither Wing,Bug Fighting,570,85,135,79,85,105,81
3602,"


0989",Sandy Shocks,Electric Ground,570,85,81,97,121,85,101
3603,"


0990",Iron Treads,Ground Steel,570,90,112,120,72,70,106
3604,"


0991",Iron Bundle,Ice Water,570,56,80,114,124,60,136
3605,"


0992",Iron Hands,Fighting Electric,570,154,140,108,50,68,50
3606,"


0993",Iron Jugulis,Dark Flying,570,94,80,86,122,80,108
3607,"


0994",Iron Moth,Fire Poison,570,80,70,60,140,110,110
3608,"


0995",Iron Thorns,Rock Electric,570,100,134,110,70,84,72
3609,"


0996",Frigibax,Dragon Ice,320,65,75,45,35,45,55
3610,"


0997",Arctibax,Dragon Ice,423,90,95,66,45,65,62
3611,"


0998",Baxcalibur,Dragon Ice,600,115,145,92,75,86,87
3612,"


0999",Gimmighoul Chest Form,Ghost ,300,45,30,70,75,70,10
3613,"


0999",Gimmighoul Roaming Form,Ghost ,300,45,30,25,75,45,80
3614,"


1000",Gholdengo,Steel Ghost,550,87,60,95,133,91,84
3615,"


1001",Wo-Chien,Dark Grass,570,85,85,100,95,135,70
3616,"


1002",Chien-Pao,Dark Ice,570,80,120,80,90,65,135
3617,"


1003",Ting-Lu,Dark Ground,570,155,110,125,55,80,45
3618,"


1004",Chi-Yu,Dark Fire,570,55,80,80,135,120,100
3619,"


1005",Roaring Moon,Dragon Dark,590,105,139,71,55,101,119
3620,"


1006",Iron Valiant,Fairy Fighting,590,74,130,90,120,60,116
3621,"


1007",Koraidon,Fighting Dragon,670,100,135,115,85,100,135
3622,"


1008",Miraidon,Electric Dragon,670,100,85,100,135,115,135
3623,"


1009",Walking Wake,Water Dragon,590,99,83,91,125,83,109
3624,"


1010",Iron Leaves,Grass Psychic,590,90,130,88,70,108,104
3625,"


1011",Dipplin,Grass Dragon,485,80,80,110,95,80,40
3626,"


1012",Poltchageist,Grass Ghost,308,40,45,45,74,54,50
3627,"


1013",Sinistcha,Grass Ghost,508,71,60,106,121,80,70
3628,"


1014",Okidogi,Poison Fighting,555,88,128,115,58,86,80
